record_id,ledger_scope,scientific_use,included_in_scientific_results,status,fold,seed,method_id,family,mode,best_calibration_BA,reason,execution_server_artifact,outer_test_used,best_epoch,best_calibration_macro_f1,best_calibration_CE,epochs_executed,parameter_count,checkpoint,elapsed_seconds,train_rows,calibration_rows,outcome_loader_constructed_during_training,event_id,phase
FULL_SCIENCE|fold=1|seed=1|method=C1_SCLDGN_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,C1_SCLDGN_FULL,C,full,0.7466666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\C1_SCLDGN_FULL.pt,False,7.0,0.7451688256530049,0.508219577500748,12.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\C1_SCLDGN_FULL.pt,46.939053773880005,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=A0_TASK_ONLY_EEGNET,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,A0_TASK_ONLY_EEGNET,A,full,0.6950000000000001,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A0_TASK_ONLY_EEGNET.pt,False,19.0,0.6931169313929082,0.5921831828162789,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A0_TASK_ONLY_EEGNET.pt,32.0414662361145,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0050,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,A1_SUBJECT_GRL_EEGNET_L0050,A,full,0.7116666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0050.pt,False,20.0,0.7116466421279255,0.5966297395106263,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0050.pt,32.27334499359131,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0100,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,A1_SUBJECT_GRL_EEGNET_L0100,A,full,0.7016666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0100.pt,False,18.0,0.7016592081468704,0.5958005025566494,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0100.pt,32.43726944923401,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0300,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,A1_SUBJECT_GRL_EEGNET_L0300,A,full,0.6783333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0300.pt,False,8.0,0.6775801246801556,0.6277525814859307,13.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L0300.pt,21.0913188457489,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=A1_SUBJECT_GRL_EEGNET_L1000,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,A1_SUBJECT_GRL_EEGNET_L1000,A,full,0.6699999999999999,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L1000.pt,False,16.0,0.6692797648211661,0.6291580825190998,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\A1_SUBJECT_GRL_EEGNET_L1000.pt,32.15236496925354,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=B0_EEG_DG_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,B0_EEG_DG_TASK_ONLY,B,full,0.7316666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\B0_EEG_DG_TASK_ONLY.pt,False,14.0,0.7312717854847818,0.569576099428544,21.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\B0_EEG_DG_TASK_ONLY.pt,89.39767956733704,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=B1_EEG_DG_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,B1_EEG_DG_FULL,B,full,0.605,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\B1_EEG_DG_FULL.pt,False,29.0,0.5852280516510665,0.6839688023331574,30.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\B1_EEG_DG_FULL.pt,134.96133184432983,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=C0_SCLDGN_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,C0_SCLDGN_TASK_ONLY,C,full,0.7283333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\C0_SCLDGN_TASK_ONLY.pt,False,15.0,0.7283265414968707,0.8140991931164708,20.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\C0_SCLDGN_TASK_ONLY.pt,32.86069440841675,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=0|method=C1_SCLDGN_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,0,C1_SCLDGN_FULL,C,full,0.7150000000000001,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\C1_SCLDGN_FULL.pt,False,5.0,0.7129258895520133,0.5521249379872704,10.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-0\C1_SCLDGN_FULL.pt,38.77300453186035,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=A0_TASK_ONLY_EEGNET,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,A0_TASK_ONLY_EEGNET,A,full,0.685,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A0_TASK_ONLY_EEGNET.pt,False,19.0,0.6812592228234138,0.6053898267326728,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A0_TASK_ONLY_EEGNET.pt,31.994791269302368,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0050,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,A1_SUBJECT_GRL_EEGNET_L0050,A,full,0.6966666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,False,20.0,0.6966666666666667,0.5905142190571188,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,32.40254306793213,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0100,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,A1_SUBJECT_GRL_EEGNET_L0100,A,full,0.7150000000000001,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,False,17.0,0.7148661454960801,0.5955322566759683,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,32.42928194999695,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0300,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,A1_SUBJECT_GRL_EEGNET_L0300,A,full,0.685,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,False,20.0,0.6837975523588312,0.5991019516661218,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,32.515421867370605,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=A1_SUBJECT_GRL_EEGNET_L1000,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,A1_SUBJECT_GRL_EEGNET_L1000,A,full,0.6716666666666666,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,False,12.0,0.6702735725105237,0.6225589279710335,17.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,27.483270168304443,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=B0_EEG_DG_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,B0_EEG_DG_TASK_ONLY,B,full,0.7583333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\B0_EEG_DG_TASK_ONLY.pt,False,11.0,0.7571995903091937,0.5552584715472215,18.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\B0_EEG_DG_TASK_ONLY.pt,76.67301058769226,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=B1_EEG_DG_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,B1_EEG_DG_FULL,B,full,0.6316666666666666,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\B1_EEG_DG_FULL.pt,False,24.0,0.6280703132231381,0.7035622943458969,30.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\B1_EEG_DG_FULL.pt,135.06099104881287,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=C0_SCLDGN_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,C0_SCLDGN_TASK_ONLY,C,full,0.7316666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\C0_SCLDGN_TASK_ONLY.pt,False,8.0,0.7314988534500729,0.5459004978853914,13.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\C0_SCLDGN_TASK_ONLY.pt,21.47855424880981,5600.0,600.0,False,,
FULL_SCIENCE|fold=2|seed=1|method=C1_SCLDGN_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,2,1,C1_SCLDGN_FULL,C,full,0.7333333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\C1_SCLDGN_FULL.pt,False,8.0,0.731891505429197,0.5600447784127786,13.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-2\seed-1\C1_SCLDGN_FULL.pt,50.37667393684387,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=A0_TASK_ONLY_EEGNET,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,A0_TASK_ONLY_EEGNET,A,smoke,0.6799999999999999,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A0_TASK_ONLY_EEGNET\best.pt,False,8.0,0.6796440489432702,0.6039609644013355,8.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A0_TASK_ONLY_EEGNET\best.pt,14.435674667358398,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0050,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,A1_SUBJECT_GRL_EEGNET_L0050,A,smoke,0.6583333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0050\best.pt,False,7.0,0.6581728644836048,0.625897457894337,8.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0050\best.pt,13.640679121017456,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0100,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,A1_SUBJECT_GRL_EEGNET_L0100,A,smoke,0.6316666666666666,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0100\best.pt,False,6.0,0.6301038554559681,0.6452299756386537,8.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0100\best.pt,13.960057497024536,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0300,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,A1_SUBJECT_GRL_EEGNET_L0300,A,smoke,0.6483333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0300\best.pt,False,8.0,0.6478158182440308,0.6428541748992774,8.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L0300\best.pt,15.403549671173096,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=A1_SUBJECT_GRL_EEGNET_L1000,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,A1_SUBJECT_GRL_EEGNET_L1000,A,smoke,0.6033333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L1000\best.pt,False,8.0,0.6031172527264844,0.6436044955619009,8.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\A1_SUBJECT_GRL_EEGNET_L1000\best.pt,13.762514114379885,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=B0_EEG_DG_TASK_ONLY,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,B0_EEG_DG_TASK_ONLY,B,smoke,0.7216666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\B0_EEG_DG_TASK_ONLY\best.pt,False,8.0,0.7185638329246611,0.5620217584395899,8.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\B0_EEG_DG_TASK_ONLY\best.pt,32.74174952507019,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=B1_EEG_DG_FULL,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,B1_EEG_DG_FULL,B,smoke,0.6166666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\B1_EEG_DG_FULL\best.pt,False,12.0,0.608626107474674,0.6128110717300427,12.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\B1_EEG_DG_FULL\best.pt,54.44491219520569,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=C0_SCLDGN_TASK_ONLY,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,C0_SCLDGN_TASK_ONLY,C,smoke,0.76,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\C0_SCLDGN_TASK_ONLY\best.pt,False,6.0,0.7566882568290623,0.5263445777722712,8.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\C0_SCLDGN_TASK_ONLY\best.pt,12.720074892044067,5600.0,600.0,False,,
BINDING_SMOKE|fold=0|seed=0|method=C1_SCLDGN_FULL,BINDING_SMOKE,FIDELITY_GATE_ONLY,False,COMPLETE,0,0,C1_SCLDGN_FULL,C,smoke,0.7433333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\C1_SCLDGN_FULL\best.pt,False,8.0,0.7426900584795322,0.5614215275087733,8.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\smoke\fold-0\seed-0\C1_SCLDGN_FULL\best.pt,29.969592571258545,5600.0,600.0,False,,
PRE_FREEZE_DEBUG|event=1|method=B1_EEG_DG_FULL,PRE_FREEZE_DEBUG,EXCLUDED_FIDELITY_DEBUG,False,CRASHED,0,0,B1_EEG_DG_FULL,,,,torch.flatnonzero unavailable in installed PyTorch,outputs/smoke/fold-0/seed-0/B1_EEG_DG_FULL__PRE_REPAIR_COLLAPSED/TRAINING_FAILED.json,False,,,,,,,,,,,1.0,smoke
PRE_FREEZE_DEBUG|event=2|method=B1_EEG_DG_FULL,PRE_FREEZE_DEBUG,EXCLUDED_FIDELITY_DEBUG,False,TASK_INCOMPETENT,0,0,B1_EEG_DG_FULL,,,0.5,alignment applied to final mixed task features collapsed task CE,outputs/smoke/fold-0/seed-0/B1_EEG_DG_FULL__PRE_REPAIR_COLLAPSED/TRAINING_HISTORY.csv,False,,,,,,,,,,,2.0,smoke
PRE_FREEZE_DEBUG|event=3|method=B1_EEG_DG_FULL,PRE_FREEZE_DEBUG,EXCLUDED_FIDELITY_DEBUG,False,UNSTABLE_FIDELITY,0,0,B1_EEG_DG_FULL,,,0.555,four-branch MMD oscillated from 0.30 to 3.21,outputs/smoke/fold-0/seed-0/B1_EEG_DG_FULL__PRE_REPAIR_FOUR_BRANCH/TRAINING_HISTORY.csv,False,,,,,,,,,,,3.0,smoke
